Reported Date,Bullish,Neutral,Bearish,Total,Mov Avg,Bull-Bear Spread,Bullish Average,
12/28/2006,46.00%,18.00%,36.00%,100%,43.08%,10.00%,37.60%,
1/4/2007,49.14%,21.55%,29.31%,100%,42.90%,19.80%,37.60%,
1/11/2007,44.44%,21.30%,34.26%,100%,42.64%,10.20%,37.60%,
1/18/2007,57.78%,15.15%,27.27%,100%,44.62%,30.50%,37.60%,
1/25/2007,39.51%,27.16%,33.33%,100%,44.53%,6.20%,37.60%,
2/1/2007,46.32%,23.16%,30.53%,100%,45.45%,15.80%,37.60%,
2/8/2007,46.15%,23.85%,30.00%,100%,46.05%,16.20%,37.60%,
2/15/2007,47.57%,21.36%,31.07%,100%,47.11%,16.50%,37.60%,
2/22/2007,53.85%,23.85%,22.31%,100%,48.10%,31.50%,37.60%,
3/1/2007,36.63%,23.76%,39.60%,100%,46.53%,-3.00%,37.60%,
3/8/2007,35.80%,19.32%,44.89%,100%,45.45%,-9.10%,37.60%,
3/15/2007,32.99%,21.65%,45.36%,100%,42.35%,-12.40%,37.60%,
3/22/2007,43.88%,23.02%,33.09%,100%,42.90%,10.80%,37.60%,
3/29/2007,42.68%,31.71%,25.61%,100%,42.44%,17.10%,37.60%,
4/5/2007,32.26%,27.96%,39.78%,100%,40.71%,-7.50%,37.60%,
4/12/2007,40.85%,21.13%,38.03%,100%,39.87%,2.80%,37.60%,
4/19/2007,46.94%,23.47%,29.59%,100%,39.00%,17.40%,37.60%,
4/26/2007,39.24%,22.78%,37.97%,100%,39.33%,1.30%,37.60%,
5/3/2007,28.57%,17.14%,54.29%,100%,38.43%,-25.70%,37.60%,
5/10/2007,42.86%,14.29%,42.86%,100%,39.66%,0.00%,37.60%,
5/17/2007,38.39%,25.00%,36.61%,100%,38.97%,1.80%,37.60%,
5/24/2007,37.35%,24.10%,38.55%,100%,38.31%,-1.20%,37.60%,
5/31/2007,33.33%,21.88%,44.79%,100%,38.44%,-11.50%,37.60%,
6/7/2007,40.59%,16.83%,42.57%,100%,38.41%,-2.00%,37.60%,
6/14/2007,37.30%,19.05%,43.65%,100%,37.20%,-6.40%,37.60%,
6/21/2007,43.16%,23.16%,33.68%,100%,37.69%,9.50%,37.60%,
6/28/2007,39.02%,25.20%,35.77%,100%,39.00%,3.30%,37.60%,
7/5/2007,43.84%,23.29%,32.88%,100%,39.12%,11.00%,37.60%,
7/12/2007,43.64%,26.36%,30.00%,100%,39.78%,13.60%,37.60%,
7/19/2007,41.77%,21.52%,36.71%,100%,40.33%,5.10%,37.60%,
7/26/2007,44.21%,18.95%,36.84%,100%,41.69%,7.40%,37.60%,
8/2/2007,45.88%,14.12%,40.00%,100%,42.35%,5.90%,37.60%,
8/9/2007,45.76%,15.25%,38.98%,100%,43.41%,6.80%,37.60%,
8/16/2007,42.22%,12.22%,45.56%,100%,43.29%,-3.30%,37.60%,
8/23/2007,41.28%,15.60%,43.12%,100%,43.58%,-1.80%,37.60%,
8/30/2007,40.30%,13.43%,46.27%,100%,43.13%,-6.00%,37.60%,
9/6/2007,38.38%,19.19%,42.42%,100%,42.48%,-4.00%,37.60%,
9/13/2007,40.00%,24.71%,35.29%,100%,42.25%,4.70%,37.60%,
9/20/2007,39.24%,29.11%,31.65%,100%,41.63%,7.60%,37.60%,
9/27/2007,49.37%,16.46%,34.18%,100%,42.07%,15.20%,37.60%,
10/4/2007,51.81%,22.89%,25.30%,100%,42.83%,26.50%,37.60%,
10/11/2007,54.64%,19.59%,25.77%,100%,44.38%,28.90%,37.60%,
10/18/2007,41.96%,22.32%,35.71%,100%,44.46%,6.30%,37.60%,
10/25/2007,31.25%,20.54%,48.21%,100%,43.33%,-17.00%,37.60%,
11/1/2007,44.71%,18.82%,36.47%,100%,44.12%,8.20%,37.60%,
11/8/2007,36.19%,12.38%,51.43%,100%,43.65%,-15.20%,37.60%,
11/15/2007,33.01%,17.48%,49.51%,100%,42.87%,-16.50%,37.60%,
11/22/2007,25.58%,21.71%,52.71%,100%,39.89%,-27.10%,37.60%,
11/29/2007,28.57%,15.31%,56.12%,100%,36.99%,-27.60%,37.60%,
12/6/2007,40.65%,19.51%,39.84%,100%,35.24%,0.80%,37.60%,
12/13/2007,47.62%,16.67%,35.71%,100%,35.95%,11.90%,37.60%,
12/20/2007,35.85%,16.98%,47.17%,100%,36.52%,-11.30%,37.60%,
12/27/2007,30.00%,20.00%,50.00%,100%,34.68%,-20.00%,37.60%,
1/3/2008,25.71%,19.05%,55.24%,100%,33.37%,-29.50%,37.60%,
1/10/2008,19.63%,21.50%,58.88%,100%,31.70%,-39.30%,37.60%,
1/17/2008,24.30%,21.30%,54.44%,100%,31.54%,-30.10%,37.60%,
1/24/2008,25.14%,15.85%,59.02%,100%,31.11%,-33.90%,37.60%,
1/31/2008,30.08%,21.05%,48.87%,100%,29.79%,-18.80%,37.60%,
2/7/2008,34.11%,18.69%,47.20%,100%,28.10%,-13.10%,37.60%,
2/14/2008,33.33%,24.81%,41.86%,100%,27.79%,-8.50%,37.60%,
2/21/2008,33.18%,22.12%,44.70%,100%,28.19%,-11.50%,37.60%,
2/28/2008,34.31%,20.44%,45.26%,100%,29.26%,-11.00%,37.60%,
3/6/2008,21.98%,26.37%,51.65%,100%,29.55%,-29.70%,37.60%,
3/13/2008,20.42%,20.42%,59.15%,100%,29.07%,-38.70%,37.60%,
3/20/2008,25.21%,20.51%,54.27%,100%,29.08%,-29.10%,37.60%,
3/27/2008,41.60%,24.80%,33.60%,100%,30.52%,8.00%,37.60%,
4/3/2008,36.70%,23.94%,39.36%,100%,30.84%,-2.70%,37.60%,
4/10/2008,45.76%,16.95%,37.29%,100%,32.40%,8.50%,37.60%,
4/17/2008,30.37%,20.94%,48.69%,100%,32.04%,-18.30%,37.60%,
4/24/2008,46.67%,25.83%,27.50%,100%,33.59%,19.20%,37.60%,
5/1/2008,53.29%,20.39%,26.32%,100%,37.50%,27.00%,37.60%,
5/8/2008,52.81%,22.47%,24.72%,100%,41.55%,28.10%,37.60%,
5/15/2008,45.16%,25.16%,29.68%,100%,44.05%,15.50%,37.60%,
5/22/2008,46.30%,19.44%,34.26%,100%,44.63%,12.00%,37.60%,
5/29/2008,31.36%,22.88%,45.76%,100%,43.97%,-14.40%,37.60%,
6/5/2008,43.48%,18.48%,38.04%,100%,43.68%,5.40%,37.60%,
6/12/2008,31.25%,15.18%,53.57%,100%,43.79%,-22.30%,37.60%,
6/19/2008,32.98%,21.28%,45.74%,100%,42.08%,-12.80%,37.60%,
6/26/2008,31.25%,16.48%,52.27%,100%,39.32%,-21.00%,37.60%,
7/3/2008,23.93%,23.93%,52.14%,100%,35.71%,-28.20%,37.60%,
7/10/2008,22.17%,22.66%,55.17%,100%,32.84%,-33.00%,37.60%,
7/17/2008,25.00%,16.86%,58.14%,100%,30.18%,-33.10%,37.60%,
7/24/2008,35.82%,20.14%,44.03%,100%,30.74%,-8.20%,37.60%,
7/31/2008,40.00%,18.82%,41.18%,100%,30.30%,-1.20%,37.60%,
8/7/2008,35.61%,21.97%,42.42%,100%,30.85%,-6.80%,37.60%,
8/14/2008,42.86%,18.18%,38.96%,100%,32.08%,3.90%,37.60%,
8/21/2008,38.10%,24.60%,37.30%,100%,32.94%,0.80%,37.60%,
8/28/2008,30.68%,23.86%,45.45%,100%,33.78%,-14.80%,37.60%,
9/4/2008,37.04%,19.75%,43.21%,100%,35.64%,-6.20%,37.60%,
9/11/2008,29.27%,15.85%,54.88%,100%,36.17%,-25.60%,37.60%,
9/18/2008,27.21%,18.37%,54.42%,100%,35.10%,-27.20%,37.60%,
9/25/2008,34.04%,20.21%,45.74%,100%,34.35%,-11.70%,37.60%,
10/2/2008,33.33%,11.67%,55.00%,100%,34.07%,-21.70%,37.60%,
10/9/2008,31.47%,7.69%,60.84%,100%,32.64%,-29.40%,37.60%,
10/16/2008,40.94%,19.30%,39.77%,100%,33.00%,1.20%,37.60%,
10/23/2008,38.74%,22.52%,38.74%,100%,34.01%,0.00%,37.60%,
10/30/2008,37.14%,22.29%,40.57%,100%,34.02%,-3.40%,37.60%,
11/6/2008,44.83%,21.84%,33.33%,100%,35.96%,11.50%,37.60%,
11/13/2008,38.33%,19.17%,42.50%,100%,37.35%,-4.20%,37.60%,
11/20/2008,24.37%,18.49%,57.14%,100%,36.14%,-32.80%,37.60%,
11/27/2008,31.25%,23.86%,44.89%,100%,35.88%,-13.60%,37.60%,
12/4/2008,26.67%,25.56%,47.78%,100%,35.28%,-21.10%,37.60%,
12/11/2008,37.50%,22.66%,39.84%,100%,34.85%,-2.30%,37.60%,
12/18/2008,39.73%,24.66%,35.62%,100%,34.98%,4.10%,37.60%,
12/25/2008,28.95%,27.19%,43.86%,100%,33.95%,-14.90%,37.60%,
1/1/2009,24.00%,21.33%,54.67%,100%,31.35%,-30.70%,37.60%,
1/8/2009,48.70%,16.23%,35.06%,100%,32.65%,13.60%,37.60%,
1/15/2009,27.63%,25.00%,47.37%,100%,33.05%,-19.70%,37.60%,
1/22/2009,27.21%,26.47%,46.32%,100%,32.55%,-19.10%,37.60%,
1/29/2009,25.27%,27.47%,47.25%,100%,32.37%,-22.00%,37.60%,
2/5/2009,24.63%,31.34%,44.03%,100%,30.77%,-19.40%,37.60%,
2/12/2009,32.91%,27.85%,39.24%,100%,29.91%,-6.30%,37.60%,
2/19/2009,21.64%,21.64%,56.72%,100%,29.00%,-35.10%,37.60%,
2/26/2009,24.30%,20.56%,55.14%,100%,29.04%,-30.80%,37.60%,
3/5/2009,18.92%,10.81%,70.27%,100%,25.31%,-51.40%,37.60%,
3/12/2009,27.64%,17.89%,54.47%,100%,25.32%,-26.80%,37.60%,
3/19/2009,45.06%,16.67%,38.27%,100%,27.55%,6.80%,37.60%,
3/26/2009,39.13%,18.48%,42.39%,100%,29.28%,-3.30%,37.60%,
4/2/2009,42.66%,20.28%,37.06%,100%,31.53%,5.60%,37.60%,
4/9/2009,35.71%,20.00%,44.29%,100%,31.88%,-8.60%,37.60%,
4/16/2009,44.14%,20.00%,35.86%,100%,34.70%,8.30%,37.60%,
4/23/2009,31.82%,29.55%,38.64%,100%,35.64%,-6.80%,37.60%,
4/30/2009,36.09%,20.30%,43.61%,100%,37.78%,-7.50%,37.60%,
5/7/2009,44.09%,22.58%,33.33%,100%,39.84%,10.80%,37.60%,
5/14/2009,43.81%,20.95%,35.24%,100%,39.68%,8.60%,37.60%,
5/21/2009,33.72%,20.93%,45.35%,100%,39.01%,-11.60%,37.60%,
5/28/2009,40.37%,11.01%,48.62%,100%,38.72%,-8.30%,37.60%,
6/4/2009,47.56%,15.85%,36.59%,100%,40.20%,11.00%,37.60%,
6/11/2009,39.25%,21.50%,39.25%,100%,39.59%,0.00%,37.60%,
6/18/2009,33.33%,20.24%,46.43%,100%,39.78%,-13.10%,37.60%,
6/25/2009,28.00%,23.20%,48.80%,100%,38.77%,-20.80%,37.60%,
7/2/2009,37.84%,17.57%,44.59%,100%,37.99%,-6.80%,37.60%,
7/9/2009,27.91%,17.44%,54.65%,100%,36.00%,-26.70%,37.60%,
7/16/2009,28.68%,24.26%,47.06%,100%,35.37%,-18.40%,37.60%,
7/23/2009,37.60%,20.00%,42.40%,100%,35.02%,-4.80%,37.60%,
7/30/2009,47.67%,20.93%,31.40%,100%,35.04%,16.30%,37.60%,
8/6/2009,50.00%,14.84%,35.16%,100%,36.38%,14.80%,37.60%,
8/13/2009,51.00%,16.00%,33.00%,100%,38.59%,18.00%,37.60%,
8/20/2009,34.07%,25.93%,40.00%,100%,39.35%,-5.90%,37.60%,
8/27/2009,33.98%,17.48%,48.54%,100%,38.86%,-14.60%,37.60%,
9/3/2009,37.97%,24.05%,37.97%,100%,40.12%,0.00%,37.60%,
9/10/2009,37.33%,18.67%,44.00%,100%,41.20%,-6.70%,37.60%,
9/17/2009,42.14%,17.86%,40.00%,100%,41.77%,2.10%,37.60%,
9/24/2009,39.09%,16.36%,44.55%,100%,40.70%,-5.50%,37.60%,
10/1/2009,43.55%,20.97%,35.48%,100%,39.89%,8.10%,37.60%,
10/8/2009,35.09%,23.68%,41.23%,100%,37.90%,-6.10%,37.60%,
10/15/2009,47.30%,18.92%,33.78%,100%,39.56%,13.50%,37.60%,
10/22/2009,40.48%,23.81%,35.71%,100%,40.37%,4.80%,37.60%,
10/29/2009,33.65%,24.04%,42.31%,100%,39.83%,-8.70%,37.60%,
11/5/2009,22.22%,22.22%,55.56%,100%,37.94%,-33.30%,37.60%,
11/12/2009,38.60%,22.80%,38.60%,100%,37.50%,0.00%,37.60%,
11/19/2009,42.73%,25.45%,31.82%,100%,37.95%,10.90%,37.60%,
11/26/2009,41.66%,16.66%,41.66%,100%,37.72%,0.00%,37.60%,
12/3/2009,41.58%,24.75%,33.66%,100%,38.53%,7.90%,37.60%,
12/10/2009,42.68%,21.95%,35.37%,100%,37.95%,7.30%,37.60%,
12/17/2009,42.11%,29.47%,28.42%,100%,38.15%,13.70%,37.60%,
12/24/2009,37.68%,24.64%,37.68%,100%,38.66%,0.00%,37.60%,
12/31/2009,49.18%,27.87%,22.95%,100%,42.03%,26.20%,37.60%,
1/7/2010,41.00%,33.00%,26.00%,100%,42.33%,15.00%,37.60%,
1/14/2010,47.44%,25.64%,26.92%,100%,42.92%,20.50%,37.60%,
1/21/2010,40.00%,25.26%,34.74%,100%,42.71%,5.30%,37.60%,
1/28/2010,35.00%,28.33%,36.67%,100%,41.89%,-1.70%,37.60%,
2/4/2010,29.23%,27.69%,43.08%,100%,40.21%,-13.90%,37.60%,
2/11/2010,36.75%,21.37%,41.88%,100%,39.54%,-5.10%,37.60%,
2/18/2010,35.85%,28.93%,35.22%,100%,39.31%,0.60%,37.60%,
2/25/2010,34.89%,35.57%,29.53%,100%,37.52%,5.40%,37.60%,
3/4/2010,35.86%,37.93%,26.21%,100%,36.88%,9.70%,37.60%,
3/11/2010,45.29%,29.41%,25.29%,100%,36.61%,20.00%,37.60%,
3/18/2010,35.37%,34.76%,29.88%,100%,36.03%,5.50%,37.60%,
3/25/2010,32.39%,32.95%,34.66%,100%,35.70%,-2.30%,37.60%,
4/1/2010,41.30%,27.54%,31.16%,100%,37.21%,10.10%,37.60%,
4/8/2010,42.86%,26.79%,30.36%,100%,37.98%,12.50%,37.60%,
4/15/2010,48.48%,21.82%,29.70%,100%,39.56%,18.80%,37.60%,
4/22/2010,38.12%,27.62%,34.25%,100%,39.96%,3.90%,37.60%,
4/29/2010,41.36%,30.00%,28.64%,100%,40.65%,12.70%,37.60%,
5/6/2010,39.13%,32.30%,28.57%,100%,39.88%,10.60%,37.60%,
5/13/2010,36.60%,26.80%,36.60%,100%,40.03%,0.00%,37.60%,
5/20/2010,41.30%,25.00%,33.70%,100%,41.14%,7.60%,37.60%,
5/27/2010,29.83%,19.30%,50.88%,100%,39.71%,-21.10%,37.60%,
6/3/2010,37.09%,22.07%,40.85%,100%,38.99%,-3.80%,37.60%,
6/10/2010,34.48%,22.41%,43.10%,100%,37.24%,-8.60%,37.60%,
6/17/2010,42.45%,26.89%,30.66%,100%,37.78%,11.80%,37.60%,
6/24/2010,34.46%,33.11%,32.43%,100%,36.92%,2.00%,37.60%,
7/1/2010,24.68%,33.33%,41.99%,100%,35.11%,-17.30%,37.60%,
7/8/2010,20.94%,21.99%,57.07%,100%,33.15%,-36.10%,37.60%,
7/15/2010,39.37%,22.84%,37.80%,100%,32.91%,1.60%,37.60%,
7/22/2010,32.16%,22.81%,45.03%,100%,33.20%,-12.90%,37.60%,
7/29/2010,40.00%,26.67%,33.33%,100%,33.57%,6.70%,37.60%,
8/5/2010,30.39%,31.37%,38.24%,100%,33.06%,-7.90%,37.60%,
8/12/2010,39.76%,30.12%,30.12%,100%,32.72%,9.60%,37.60%,
8/19/2010,30.11%,27.42%,42.47%,100%,32.18%,-12.40%,37.60%,
8/26/2010,20.74%,29.79%,49.47%,100%,31.68%,-28.70%,37.60%,
9/2/2010,30.80%,27.00%,42.21%,100%,32.92%,-11.40%,37.60%,
9/9/2010,43.87%,24.51%,31.61%,100%,33.48%,12.30%,37.60%,
9/16/2010,50.89%,24.85%,24.26%,100%,35.82%,26.60%,37.60%,
9/23/2010,44.97%,29.63%,25.40%,100%,36.44%,19.60%,37.60%,
9/30/2010,42.53%,25.86%,31.61%,100%,37.96%,10.90%,37.60%,
10/7/2010,49.03%,23.23%,27.74%,100%,39.12%,21.30%,37.60%,
10/14/2010,47.10%,26.09%,26.81%,100%,41.24%,20.30%,37.60%,
10/21/2010,49.62%,25.19%,25.19%,100%,44.85%,24.40%,37.60%,
10/28/2010,51.23%,27.16%,21.60%,100%,47.41%,29.60%,37.60%,
11/4/2010,48.23%,21.99%,29.79%,100%,47.95%,18.40%,37.60%,
11/11/2010,57.56%,13.95%,28.49%,100%,48.78%,29.10%,37.60%,
11/18/2010,40.00%,27.50%,32.50%,100%,48.16%,7.50%,37.60%,
11/25/2010,47.40%,27.92%,24.68%,100%,48.77%,22.70%,37.60%,
12/2/2010,49.66%,24.14%,26.21%,100%,48.85%,23.50%,37.60%,
12/9/2010,53.05%,24.39%,22.56%,100%,49.59%,30.50%,37.60%,
12/16/2010,50.23%,22.62%,27.15%,100%,49.67%,23.10%,37.60%,
12/23/2010,63.28%,20.31%,16.40%,100%,51.18%,46.90%,37.60%,
12/30/2010,51.61%,28.34%,20.05%,100%,51.60%,31.60%,37.60%,
1/6/2011,55.88%,25.86%,18.25%,100%,51.39%,37.60%,37.60%,
1/13/2011,52.34%,24.22%,23.44%,100%,52.93%,28.90%,37.60%,
1/20/2011,50.75%,20.15%,29.10%,100%,53.35%,21.70%,37.60%,
1/27/2011,42.04%,23.67%,34.29%,100%,52.40%,7.80%,37.60%,
2/3/2011,51.54%,21.59%,26.87%,100%,52.21%,24.70%,37.60%,
2/10/2011,49.40%,23.69%,26.91%,100%,52.11%,22.50%,37.60%,
2/17/2011,46.58%,27.85%,25.57%,100%,50.02%,21.00%,37.60%,
2/24/2011,36.63%,27.23%,36.14%,100%,48.15%,0.50%,37.60%,
3/3/2011,36.79%,30.05%,33.16%,100%,45.76%,3.60%,37.60%,
3/10/2011,35.97%,31.71%,32.32%,100%,43.71%,3.70%,37.60%,
3/17/2011,28.49%,31.39%,40.12%,100%,40.93%,-11.60%,37.60%,
3/24/2011,37.74%,27.27%,34.97%,100%,40.39%,2.80%,37.60%,
3/31/2011,41.81%,27.12%,31.07%,100%,39.18%,10.70%,37.60%,
4/7/2011,43.59%,27.56%,28.85%,100%,38.45%,14.70%,37.60%,
4/14/2011,42.25%,26.76%,30.99%,100%,37.91%,11.30%,37.60%,
4/21/2011,32.16%,36.84%,30.99%,100%,37.35%,1.20%,37.60%,
4/28/2011,37.90%,31.45%,30.65%,100%,37.49%,7.30%,37.60%,
5/5/2011,35.46%,32.67%,31.87%,100%,37.43%,3.60%,37.60%,
5/12/2011,30.77%,33.73%,35.50%,100%,37.71%,-4.70%,37.60%,
5/19/2011,26.69%,32.02%,41.29%,100%,36.33%,-14.60%,37.60%,
5/26/2011,25.61%,32.97%,41.42%,100%,34.30%,-15.80%,37.60%,
6/2/2011,30.18%,36.39%,33.43%,100%,32.63%,-3.30%,37.60%,
6/9/2011,24.42%,27.91%,47.67%,100%,30.40%,-23.30%,37.60%,
6/16/2011,29.00%,28.25%,42.75%,100%,30.00%,-13.80%,37.60%,
6/23/2011,37.46%,26.80%,35.74%,100%,29.95%,1.70%,37.60%,
6/30/2011,38.31%,31.49%,30.19%,100%,30.31%,8.10%,37.60%,
7/7/2011,41.77%,33.54%,24.68%,100%,31.68%,17.10%,37.60%,
7/14/2011,39.31%,31.45%,29.25%,100%,33.26%,10.10%,37.60%,
7/21/2011,39.86%,29.54%,30.61%,100%,35.04%,9.30%,37.60%,
7/28/2011,37.84%,30.74%,31.42%,100%,36.00%,6.40%,37.60%,
8/4/2011,27.16%,22.99%,49.85%,100%,36.34%,-22.70%,37.60%,
8/11/2011,33.43%,21.79%,44.78%,100%,36.89%,-11.40%,37.60%,
8/18/2011,35.56%,24.62%,39.82%,100%,36.66%,-4.30%,37.60%,
8/25/2011,36.44%,22.60%,40.96%,100%,36.42%,-4.50%,37.60%,
9/1/2011,38.62%,29.04%,32.34%,100%,36.03%,6.30%,37.60%,
9/8/2011,30.22%,29.50%,40.29%,100%,34.89%,-10.10%,37.60%,
9/15/2011,30.50%,28.15%,41.35%,100%,33.72%,-10.90%,37.60%,
9/22/2011,25.33%,26.67%,48.00%,100%,32.16%,-22.70%,37.60%,
9/29/2011,32.51%,20.68%,46.79%,100%,32.83%,-14.30%,37.60%,
10/6/2011,35.23%,19.04%,45.71%,100%,33.05%,-10.50%,37.60%,
10/13/2011,39.77%,23.86%,36.36%,100%,33.58%,3.40%,37.60%,
10/20/2011,35.98%,29.41%,34.60%,100%,33.52%,1.40%,37.60%,
10/27/2011,43.00%,32.00%,25.00%,100%,34.07%,18.00%,37.60%,
11/3/2011,40.18%,30.20%,29.62%,100%,35.31%,10.60%,37.60%,
11/10/2011,44.73%,30.70%,24.56%,100%,37.09%,20.20%,37.60%,
11/17/2011,41.93%,27.01%,31.04%,100%,39.17%,10.90%,37.60%,
11/24/2011,32.71%,29.01%,38.27%,100%,39.19%,-5.60%,37.60%,
12/1/2011,33.04%,27.53%,39.42%,100%,38.92%,-6.40%,37.60%,
12/8/2011,38.57%,26.66%,34.76%,100%,38.77%,3.80%,37.60%,
12/15/2011,40.18%,26.16%,33.64%,100%,39.29%,6.50%,37.60%,
12/22/2011,33.73%,38.04%,28.24%,100%,38.13%,5.50%,37.60%,
12/29/2011,40.60%,28.57%,30.83%,100%,38.19%,9.80%,37.60%,
1/5/2012,48.88%,33.95%,17.16%,100%,38.70%,31.70%,37.60%,
1/12/2012,49.14%,33.68%,17.18%,100%,39.61%,32.00%,37.60%,
1/19/2012,47.23%,29.15%,23.61%,100%,41.42%,23.60%,37.60%,
1/26/2012,48.40%,32.69%,18.91%,100%,43.34%,29.50%,37.60%,
2/2/2012,43.81%,31.12%,25.08%,100%,43.99%,18.70%,37.60%,
2/9/2012,51.64%,28.17%,20.19%,100%,45.43%,31.50%,37.60%,
2/16/2012,42.71%,30.65%,26.63%,100%,46.55%,16.10%,37.60%,
2/23/2012,43.69%,28.80%,27.51%,100%,46.94%,16.20%,37.60%,
3/1/2012,44.51%,28.66%,26.83%,100%,46.39%,17.70%,37.60%,
3/8/2012,42.38%,28.62%,29.00%,100%,45.55%,13.40%,37.60%,
3/15/2012,45.61%,27.20%,27.20%,100%,45.34%,18.40%,37.60%,
3/22/2012,42.38%,29.80%,27.81%,100%,44.59%,14.60%,37.60%,
3/29/2012,42.47%,32.05%,25.48%,100%,44.42%,17.00%,37.60%,
4/5/2012,38.17%,34.02%,27.80%,100%,42.74%,10.40%,37.60%,
4/12/2012,28.14%,30.30%,41.56%,100%,40.92%,-13.40%,37.60%,
4/19/2012,31.18%,34.98%,33.84%,100%,39.36%,-2.70%,37.60%,
4/26/2012,27.64%,34.96%,37.40%,100%,37.25%,-9.80%,37.60%,
5/3/2012,35.40%,36.13%,28.47%,100%,36.37%,6.90%,37.60%,
5/10/2012,25.40%,32.54%,42.06%,100%,33.85%,-16.70%,37.60%,
5/17/2012,23.58%,30.45%,45.97%,100%,31.50%,-22.40%,37.60%,
5/24/2012,30.47%,30.86%,38.67%,100%,30.00%,-8.20%,37.60%,
5/31/2012,28.02%,29.96%,42.02%,100%,28.73%,-14.00%,37.60%,
6/7/2012,27.45%,26.80%,45.75%,100%,28.64%,-18.30%,37.60%,
6/14/2012,34.04%,30.18%,35.79%,100%,29.00%,-1.80%,37.60%,
6/21/2012,32.89%,31.23%,35.88%,100%,29.66%,-3.00%,37.60%,
6/28/2012,28.67%,26.96%,44.37%,100%,28.81%,-15.70%,37.60%,
7/5/2012,32.64%,34.03%,33.33%,100%,29.72%,-0.70%,37.60%,
7/12/2012,30.23%,35.05%,34.73%,100%,30.55%,-4.50%,37.60%,
7/19/2012,22.19%,36.02%,41.79%,100%,29.51%,-19.60%,37.60%,
7/26/2012,28.12%,28.75%,43.13%,100%,29.53%,-15.00%,37.60%,
8/2/2012,30.45%,34.63%,34.93%,100%,29.90%,-4.50%,37.60%,
8/9/2012,36.47%,36.18%,27.35%,100%,30.21%,9.10%,37.60%,
8/16/2012,36.84%,35.09%,28.07%,100%,30.70%,8.80%,37.60%,
8/23/2012,41.96%,32.17%,25.87%,100%,32.36%,16.10%,37.60%,
8/30/2012,34.72%,32.64%,32.64%,100%,32.62%,2.10%,37.60%,
9/6/2012,33.06%,33.88%,33.06%,100%,32.98%,0.00%,37.60%,
9/13/2012,36.46%,30.56%,32.99%,100%,34.76%,3.50%,37.60%,
9/20/2012,37.50%,28.72%,33.78%,100%,35.93%,3.70%,37.60%,
9/27/2012,36.10%,27.44%,36.46%,100%,36.64%,-0.40%,37.60%,
10/4/2012,33.86%,32.91%,33.23%,100%,36.31%,0.60%,37.60%,
10/11/2012,30.58%,30.58%,38.85%,100%,35.53%,-8.30%,37.60%,
10/18/2012,28.66%,26.79%,44.55%,100%,33.87%,-15.90%,37.60%,
10/25/2012,29.25%,27.67%,43.08%,100%,33.18%,-13.80%,37.60%,
11/1/2012,35.74%,23.28%,40.98%,100%,33.52%,-5.20%,37.60%,
11/8/2012,38.50%,21.60%,39.91%,100%,33.77%,-1.40%,37.60%,
11/15/2012,28.82%,22.35%,48.82%,100%,32.69%,-20.00%,37.60%,
11/22/2012,35.82%,23.40%,40.78%,100%,32.65%,-5.00%,37.60%,
11/28/2012,40.93%,24.71%,34.36%,100%,33.54%,6.60%,37.60%,
12/6/2012,42.22%,23.17%,34.60%,100%,34.99%,7.60%,37.60%,
12/13/2012,43.23%,26.69%,30.08%,100%,36.81%,13.20%,37.60%,
12/20/2012,46.40%,28.80%,24.80%,100%,38.96%,21.60%,37.60%,
12/27/2012,44.40%,25.37%,30.22%,100%,40.04%,14.20%,37.60%,
1/3/2013,38.71%,25.09%,36.20%,100%,40.07%,2.50%,37.60%,
1/10/2013,46.45%,26.63%,26.92%,100%,42.27%,19.50%,37.60%,
1/17/2013,43.94%,28.73%,27.32%,100%,43.29%,16.60%,37.60%,
1/24/2013,52.34%,23.39%,24.27%,100%,44.71%,28.10%,37.60%,
1/31/2013,48.04%,27.65%,24.30%,100%,45.44%,23.70%,37.60%,
2/7/2013,42.77%,27.67%,29.56%,100%,45.38%,13.20%,37.60%,
2/14/2013,42.25%,29.01%,28.73%,100%,44.86%,13.50%,37.60%,
2/21/2013,41.79%,25.71%,32.50%,100%,44.54%,9.30%,37.60%,
2/28/2013,28.39%,35.02%,36.59%,100%,43.25%,-8.20%,37.60%,
3/7/2013,31.06%,30.43%,38.51%,100%,41.32%,-7.50%,37.60%,
3/14/2013,45.42%,22.55%,32.03%,100%,41.51%,13.40%,37.60%,
3/21/2013,38.94%,27.72%,33.33%,100%,39.83%,5.60%,37.60%,
3/28/2013,38.40%,32.95%,28.65%,100%,38.63%,9.70%,37.60%,
4/4/2013,35.49%,36.34%,28.17%,100%,37.72%,7.30%,37.60%,
4/11/2013,19.31%,26.21%,54.48%,100%,34.85%,-35.20%,37.60%,
4/18/2013,26.85%,24.93%,48.22%,100%,32.98%,-21.40%,37.60%,
4/25/2013,28.29%,32.89%,38.82%,100%,32.97%,-10.50%,37.60%,
5/2/2013,30.99%,33.10%,35.92%,100%,32.96%,-4.90%,37.60%,
5/9/2013,40.79%,31.77%,27.44%,100%,32.38%,13.40%,37.60%,
5/16/2013,38.49%,32.18%,29.34%,100%,32.33%,9.10%,37.60%,
5/23/2013,48.97%,29.45%,21.58%,100%,33.65%,27.40%,37.60%,
5/30/2013,35.97%,34.39%,29.64%,100%,33.71%,6.30%,37.60%,
